"","state_abbrev","district_code","bioname_107","bioname_108","bioname_109","bioname_110","bioname_111","bioname_112","bioname_113","bioname_114","bioname_115","bioname_116","bioname_117","party_code_107","party_code_108","party_code_109","party_code_110","party_code_111","party_code_112","party_code_113","party_code_114","party_code_115","party_code_116","party_code_117","nominate_dim1_107","nominate_dim1_108","nominate_dim1_109","nominate_dim1_110","nominate_dim1_111","nominate_dim1_112","nominate_dim1_113","nominate_dim1_114","nominate_dim1_115","nominate_dim1_116","nominate_dim1_117"
"319","OK",1,"SULLIVAN, John","SULLIVAN, John","SULLIVAN, John","SULLIVAN, John","SULLIVAN, John","SULLIVAN, John","BRIDENSTINE, Jim","BRIDENSTINE, Jim","BRIDENSTINE, Jim","HERN, Kevin","HERN, Kevin",200,200,200,200,200,200,200,200,200,200,200,0.513,0.513,0.513,0.513,0.513,0.513,0.689,0.689,0.689,0.68,0.68
"320","OK",2,"CARSON, Brad","CARSON, Brad","BOREN, Daniel David","BOREN, Daniel David","BOREN, Daniel David","BOREN, Daniel David","MULLIN, Markwayne","MULLIN, Markwayne","MULLIN, Markwayne","MULLIN, Markwayne","MULLIN, Markwayne",100,100,100,100,100,100,200,200,200,200,200,-0.181,-0.181,-0.112,-0.112,-0.112,-0.112,0.522,0.522,0.522,0.522,0.522
"321","OK",5,"ISTOOK, Ernest James, Jr.","ISTOOK, Ernest James, Jr.","ISTOOK, Ernest James, Jr.","FALLIN, Mary","FALLIN, Mary","LANKFORD, James","LANKFORD, James","RUSSELL, Steve","RUSSELL, Steve","HORN, Kendra","BICE, Stephanie I.",200,200,200,200,200,200,200,200,200,100,200,0.492,0.492,0.492,0.432,0.432,0.602,0.602,0.473,0.473,-0.169,0.401
"322","OK",6,"LUCAS, Frank D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","OK",4,"WATTS, Julius Caesar, Jr. (J. C.)","COLE, Tom","COLE, Tom","COLE, Tom","COLE, Tom","COLE, Tom","COLE, Tom","COLE, Tom","COLE, Tom","COLE, Tom","COLE, Tom",200,200,200,200,200,200,200,200,200,200,200,0.406,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.331,0.331
"324","OK",3,"WATKINS, Wesley Wade","LUCAS, Frank D.","LUCAS, Frank D.","LUCAS, Frank D.","LUCAS, Frank D.","LUCAS, Frank D.","LUCAS, Frank D.","LUCAS, Frank D.","LUCAS, Frank D.","LUCAS, Frank D.","LUCAS, Frank D.",200,200,200,200,200,200,200,200,200,200,200,0.368,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364
"325","OR",4,"DeFAZIO, Peter Anthony","DeFAZIO, Peter Anthony","DeFAZIO, Peter Anthony","DeFAZIO, Peter Anthony","DeFAZIO, Peter Anthony","DeFAZIO, Peter Anthony","DeFAZIO, Peter Anthony","DeFAZIO, Peter Anthony","DeFAZIO, Peter Anthony","DeFAZIO, Peter Anthony","DeFAZIO, Peter Anthony",100,100,100,100,100,100,100,100,100,100,100,-0.428,-0.428,-0.428,-0.428,-0.428,-0.428,-0.428,-0.428,-0.428,-0.428,-0.428
"326","OR",3,"BLUMENAUER, Earl","BLUMENAUER, Earl","BLUMENAUER, Earl","BLUMENAUER, Earl","BLUMENAUER, Earl","BLUMENAUER, Earl","BLUMENAUER, Earl","BLUMENAUER, Earl","BLUMENAUER, Earl","BLUMENAUER, Earl","BLUMENAUER, Earl",100,100,100,100,100,100,100,100,100,100,100,-0.427,-0.427,-0.427,-0.427,-0.427,-0.427,-0.427,-0.427,-0.427,-0.427,-0.427
"327","OR",5,"HOOLEY, Darlene","HOOLEY, Darlene","HOOLEY, Darlene","HOOLEY, Darlene","SCHRADER, Kurt","SCHRADER, Kurt","SCHRADER, Kurt","SCHRADER, Kurt","SCHRADER, Kurt","SCHRADER, Kurt","SCHRADER, Kurt",100,100,100,100,100,100,100,100,100,100,100,-0.315,-0.315,-0.315,-0.315,-0.185,-0.185,-0.185,-0.185,-0.185,-0.185,-0.185
"328","OR",1,"WU, David","WU, David","WU, David","WU, David","WU, David","BONAMICI, Suzanne","BONAMICI, Suzanne","BONAMICI, Suzanne","BONAMICI, Suzanne","BONAMICI, Suzanne","BONAMICI, Suzanne",100,100,100,100,100,100,100,100,100,100,100,-0.37,-0.37,-0.37,-0.37,-0.37,-0.394,-0.394,-0.394,-0.394,-0.394,-0.394
"329","OR",2,"WALDEN, Greg","WALDEN, Greg","WALDEN, Greg","WALDEN, Greg","WALDEN, Greg","WALDEN, Greg","WALDEN, Greg","WALDEN, Greg","WALDEN, Greg","WALDEN, Greg","BENTZ, Cliff",200,200,200,200,200,200,200,200,200,200,200,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.417
"330","PA",9,"SHUSTER, E. G. (Bud)","SHUSTER, William (Bill)","SHUSTER, William (Bill)","SHUSTER, William (Bill)","SHUSTER, William (Bill)","SHUSTER, William (Bill)","SHUSTER, William (Bill)","SHUSTER, William (Bill)","SHUSTER, William (Bill)","MEUSER, Dan","MEUSER, Dan",200,200,200,200,200,200,200,200,200,200,200,0.416,0.374,0.374,0.374,0.374,0.374,0.374,0.374,0.374,0.514,0.514
"331","PA",12,"MURTHA, John Patrick, Jr.","MURTHA, John Patrick, Jr.","MURTHA, John Patrick, Jr.","MURTHA, John Patrick, Jr.","MURTHA, John Patrick, Jr.","CRITZ, Mark S.","ROTHFUS, Keith","ROTHFUS, Keith","ROTHFUS, Keith","MARINO, Thomas A.","KELLER, Fred",100,100,100,100,100,100,200,200,200,200,200,-0.265,-0.265,-0.265,-0.265,-0.265,-0.326,0.498,0.498,0.498,0.352,0.493
"332","PA",14,"COYNE, William Joseph","DOYLE, Michael F.","DOYLE, Michael F.","DOYLE, Michael F.","DOYLE, Michael F.","DOYLE, Michael F.","DOYLE, Michael F.","DOYLE, Michael F.","DOYLE, Michael F.","RESCHENTHALER, Guy","RESCHENTHALER, Guy",100,100,100,100,100,100,100,100,100,200,200,-0.494,-0.331,-0.331,-0.331,-0.331,-0.331,-0.331,-0.331,-0.331,0.374,0.374
"333","PA",3,"BORSKI, Robert Anthony, Jr.","ENGLISH, Philip Sheridan","ENGLISH, Philip Sheridan","ENGLISH, Philip Sheridan","DAHLKEMPER, Kathleen A. (Kathy)","KELLY, Mike","KELLY, Mike","KELLY, Mike","KELLY, Mike","EVANS, Dwight","EVANS, Dwight",100,200,200,200,100,200,200,200,200,100,100,-0.416,0.251,0.251,0.251,-0.178,0.359,0.359,0.359,0.359,-0.462,-0.462
"334","PA",17,"GEKAS, George William","HOLDEN, Thomas Timothy (Tim)","HOLDEN, Thomas Timothy (Tim)","HOLDEN, Thomas Timothy (Tim)","HOLDEN, Thomas Timothy (Tim)","HOLDEN, Thomas Timothy (Tim)","CARTWRIGHT, Matt","CARTWRIGHT, Matt","CARTWRIGHT, Matt","LAMB, Conor","LAMB, Conor",200,100,100,100,100,100,100,100,100,100,100,0.426,-0.233,-0.233,-0.233,-0.233,-0.233,-0.361,-0.361,-0.361,-0.134,-0.134
"335","PA",11,"KANJORSKI, Paul E.","KANJORSKI, Paul E.","KANJORSKI, Paul E.","KANJORSKI, Paul E.","KANJORSKI, Paul E.","BARLETTA, Lou","BARLETTA, Lou","BARLETTA, Lou","BARLETTA, Lou","SMUCKER, Lloyd K.","SMUCKER, Lloyd K.",100,100,100,100,100,200,200,200,200,200,200,-0.303,-0.303,-0.303,-0.303,-0.303,0.278,0.278,0.278,0.278,0.427,0.427
"336","PA",7,"WELDON, Wayne Curtis (Curt)","WELDON, Wayne Curtis (Curt)","WELDON, Wayne Curtis (Curt)","SESTAK, Joe","SESTAK, Joe","MEEHAN, Patrick","MEEHAN, Patrick","MEEHAN, Patrick","MEEHAN, Patrick","WILD, Susan","WILD, Susan",200,200,200,100,100,200,200,200,200,100,100,0.232,0.232,0.232,-0.271,-0.271,0.22,0.22,0.22,0.22,-0.31,-0.31
"337","PA",4,"HART, Melissa A.","HART, Melissa A.","HART, Melissa A.","ALTMIRE, Jason","ALTMIRE, Jason","ALTMIRE, Jason","PERRY, Scott","PERRY, Scott","PERRY, Scott","DEAN, Madeleine","DEAN, Madeleine",200,200,200,100,100,100,200,200,200,100,100,0.39,0.39,0.39,-0.133,-0.133,-0.133,0.651,0.651,0.651,-0.487,-0.487
"338","PA",19,"PLATTS, Todd","PLATTS, Todd","PLATTS, Todd","PLATTS, Todd","PLATTS, Todd","PLATTS, Todd",NA,NA,NA,NA,NA,200,200,200,200,200,200,NA,NA,NA,NA,NA,0.252,0.252,0.252,0.252,0.252,0.252,NA,NA,NA,NA,NA
"339","PA",6,"HOLDEN, Thomas Timothy (Tim)","GERLACH, Jim","GERLACH, Jim","GERLACH, Jim","GERLACH, Jim","GERLACH, Jim","GERLACH, Jim","COSTELLO, Ryan","COSTELLO, Ryan","HOULAHAN, Christina","HOULAHAN, Christina",100,200,200,200,200,200,200,200,200,100,100,-0.233,0.221,0.221,0.221,0.221,0.221,0.221,0.217,0.217,-0.308,-0.308
"340","PA",8,"GREENWOOD, James Charles","GREENWOOD, James Charles","FITZPATRICK, Michael G.","MURPHY, Patrick","MURPHY, Patrick","FITZPATRICK, Michael G.","FITZPATRICK, Michael G.","FITZPATRICK, Michael G.","FITZPATRICK, Brian K.","CARTWRIGHT, Matt","CARTWRIGHT, Matt",200,200,200,100,100,200,200,200,200,100,100,0.225,0.225,0.202,-0.204,-0.204,0.202,0.202,0.202,0.165,-0.361,-0.361
"341","PA",2,"FATTAH, Chaka","FATTAH, Chaka","FATTAH, Chaka","FATTAH, Chaka","FATTAH, Chaka","FATTAH, Chaka","FATTAH, Chaka","EVANS, Dwight","EVANS, Dwight","BOYLE, Brendan Francis","BOYLE, Brendan Francis",100,100,100,100,100,100,100,100,100,100,100,-0.472,-0.472,-0.472,-0.472,-0.472,-0.472,-0.472,-0.462,-0.462,-0.4,-0.4
"342","PA",18,"DOYLE, Michael F.","MURPHY, Timothy","MURPHY, Timothy","MURPHY, Timothy","MURPHY, Timothy","MURPHY, Timothy","MURPHY, Timothy","MURPHY, Timothy","MURPHY, Timothy","DOYLE, Michael F.","DOYLE, Michael F.",100,200,200,200,200,200,200,200,200,100,100,-0.331,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,-0.331,-0.331
"343","PA",20,"MASCARA, Frank R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","PA",21,"ENGLISH, Philip Sheridan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","PA",5,"PETERSON, John","PETERSON, John","PETERSON, John","PETERSON, John","THOMPSON, Glenn","THOMPSON, Glenn","THOMPSON, Glenn","THOMPSON, Glenn","THOMPSON, Glenn","SCANLON, Mary Gay","SCANLON, Mary Gay",200,200,200,200,200,200,200,200,200,100,100,0.34,0.34,0.34,0.34,0.317,0.317,0.317,0.317,0.317,-0.47,-0.47
"346","PA",16,"PITTS, Joseph R.","PITTS, Joseph R.","PITTS, Joseph R.","PITTS, Joseph R.","PITTS, Joseph R.","PITTS, Joseph R.","PITTS, Joseph R.","PITTS, Joseph R.","SMUCKER, Lloyd K.","KELLY, Mike","KELLY, Mike",200,200,200,200,200,200,200,200,200,200,200,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.427,0.359,0.359
"347","PA",1,"BRADY, Robert A.","BRADY, Robert A.","BRADY, Robert A.","BRADY, Robert A.","BRADY, Robert A.","BRADY, Robert A.","BRADY, Robert A.","BRADY, Robert A.","BRADY, Robert A.","FITZPATRICK, Brian K.","FITZPATRICK, Brian K.",100,100,100,100,100,100,100,100,100,200,200,-0.484,-0.484,-0.484,-0.484,-0.484,-0.484,-0.484,-0.484,-0.484,0.165,0.165
"348","PA",10,"SHERWOOD, Don","SHERWOOD, Don","SHERWOOD, Don","CARNEY, Chris","CARNEY, Chris","MARINO, Thomas A.","MARINO, Thomas A.","MARINO, Thomas A.","MARINO, Thomas A.","PERRY, Scott","PERRY, Scott",200,200,200,100,100,200,200,200,200,200,200,0.329,0.329,0.329,-0.119,-0.119,0.352,0.352,0.352,0.352,0.651,0.651
"349","PA",13,"HOEFFEL, Joseph M.","HOEFFEL, Joseph M.","SCHWARTZ, Allyson Y.","SCHWARTZ, Allyson Y.","SCHWARTZ, Allyson Y.","SCHWARTZ, Allyson Y.","SCHWARTZ, Allyson Y.","BOYLE, Brendan Francis","BOYLE, Brendan Francis","JOYCE, John","JOYCE, John",100,100,100,100,100,100,100,100,100,200,200,-0.338,-0.338,-0.343,-0.343,-0.343,-0.343,-0.343,-0.4,-0.4,0.517,0.517
"350","PA",15,"TOOMEY, Patrick Joseph","TOOMEY, Patrick Joseph","DENT, Charles W.","DENT, Charles W.","DENT, Charles W.","DENT, Charles W.","DENT, Charles W.","DENT, Charles W.","DENT, Charles W.","THOMPSON, Glenn","THOMPSON, Glenn",200,200,200,200,200,200,200,200,200,200,200,0.624,0.624,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.317,0.317
"351","RI",2,"LANGEVIN, James","LANGEVIN, James","LANGEVIN, James","LANGEVIN, James","LANGEVIN, James","LANGEVIN, James","LANGEVIN, James","LANGEVIN, James","LANGEVIN, James","LANGEVIN, James","LANGEVIN, James",100,100,100,100,100,100,100,100,100,100,100,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375
"352","RI",1,"KENNEDY, Patrick Joseph","KENNEDY, Patrick Joseph","KENNEDY, Patrick Joseph","KENNEDY, Patrick Joseph","KENNEDY, Patrick Joseph","CICILLINE, David N.","CICILLINE, David N.","CICILLINE, David N.","CICILLINE, David N.","CICILLINE, David N.","CICILLINE, David N.",100,100,100,100,100,100,100,100,100,100,100,-0.409,-0.409,-0.409,-0.409,-0.409,-0.388,-0.388,-0.388,-0.388,-0.388,-0.388
"353","SC",2,"SPENCE, Floyd Davidson","WILSON, Addison Graves (Joe)","WILSON, Addison Graves (Joe)","WILSON, Addison Graves (Joe)","WILSON, Addison Graves (Joe)","WILSON, Addison Graves (Joe)","WILSON, Addison Graves (Joe)","WILSON, Addison Graves (Joe)","WILSON, Addison Graves (Joe)","WILSON, Addison Graves (Joe)","WILSON, Addison Graves (Joe)",200,200,200,200,200,200,200,200,200,200,200,0.32,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534
"354","SC",5,"SPRATT, John McKee, Jr.","SPRATT, John McKee, Jr.","SPRATT, John McKee, Jr.","SPRATT, John McKee, Jr.","SPRATT, John McKee, Jr.","MULVANEY, Mick","MULVANEY, Mick","MULVANEY, Mick","MULVANEY, Mick","NORMAN, Ralph","NORMAN, Ralph",100,100,100,100,100,200,200,200,200,200,200,-0.256,-0.256,-0.256,-0.256,-0.256,0.75,0.75,0.75,0.75,0.821,0.821
"355","SC",1,"BROWN, Henry Edward, Jr.","BROWN, Henry Edward, Jr.","BROWN, Henry Edward, Jr.","BROWN, Henry Edward, Jr.","BROWN, Henry Edward, Jr.","SCOTT, Tim","SANFORD, Mark","SANFORD, Mark","SANFORD, Mark","CUNNINGHAM, Joe","MACE, Nancy",200,200,200,200,200,200,200,200,200,100,200,0.367,0.367,0.367,0.367,0.367,0.63,0.686,0.686,0.686,-0.131,0.394
"356","SC",3,"GRAHAM, Lindsey O.","BARRETT, James Gresham","BARRETT, James Gresham","BARRETT, James Gresham","BARRETT, James Gresham","DUNCAN, Jeff","DUNCAN, Jeff","DUNCAN, Jeff","DUNCAN, Jeff","DUNCAN, Jeff","DUNCAN, Jeff",200,200,200,200,200,200,200,200,200,200,200,0.386,0.653,0.653,0.653,0.653,0.72,0.72,0.72,0.72,0.72,0.72
"357","SC",4,"DeMINT, James W.","DeMINT, James W.","INGLIS, Robert Durden","INGLIS, Robert Durden","INGLIS, Robert Durden","GOWDY, Trey","GOWDY, Trey","GOWDY, Trey","GOWDY, Trey","TIMMONS, William","TIMMONS, William",200,200,200,200,200,200,200,200,200,200,200,0.7,0.7,0.518,0.518,0.518,0.655,0.655,0.655,0.655,0.585,0.585
"358","SC",6,"CLYBURN, James Enos","CLYBURN, James Enos","CLYBURN, James Enos","CLYBURN, James Enos","CLYBURN, James Enos","CLYBURN, James Enos","CLYBURN, James Enos","CLYBURN, James Enos","CLYBURN, James Enos","CLYBURN, James Enos","CLYBURN, James Enos",100,100,100,100,100,100,100,100,100,100,100,-0.464,-0.464,-0.464,-0.464,-0.464,-0.464,-0.464,-0.464,-0.464,-0.464,-0.464
"359","SD",1,"THUNE, John","JANKLOW, William J.","HERSETH SANDLIN, Stephanie","HERSETH SANDLIN, Stephanie","HERSETH SANDLIN, Stephanie","NOEM, Kristi","NOEM, Kristi","NOEM, Kristi","NOEM, Kristi","JOHNSON, Dustin","JOHNSON, Dustin",200,200,100,100,100,200,200,200,200,200,200,0.422,0.265,-0.184,-0.184,-0.184,0.398,0.398,0.398,0.398,0.457,0.457
"360","TN",6,"GORDON, Barton Jennings","GORDON, Barton Jennings","GORDON, Barton Jennings","GORDON, Barton Jennings","GORDON, Barton Jennings","BLACK, Diane","BLACK, Diane","BLACK, Diane","BLACK, Diane","ROSE, John","ROSE, John",100,100,100,100,100,200,200,200,200,200,200,-0.204,-0.204,-0.204,-0.204,-0.204,0.58,0.58,0.58,0.58,0.667,0.667
"361","TN",5,"CLEMENT, Robert Nelson","COOPER, James Hayes Shofner","COOPER, James Hayes Shofner","COOPER, James Hayes Shofner","COOPER, James Hayes Shofner","COOPER, James Hayes Shofner","COOPER, James Hayes Shofner","COOPER, James Hayes Shofner","COOPER, James Hayes Shofner","COOPER, James Hayes Shofner","COOPER, James Hayes Shofner",100,100,100,100,100,100,100,100,100,100,100,-0.216,-0.164,-0.164,-0.164,-0.164,-0.164,-0.164,-0.164,-0.164,-0.164,-0.164
"362","TN",2,"DUNCAN, John J., Jr.","DUNCAN, John J., Jr.","DUNCAN, John J., Jr.","DUNCAN, John J., Jr.","DUNCAN, John J., Jr.","DUNCAN, John J., Jr.","DUNCAN, John J., Jr.","DUNCAN, John J., Jr.","DUNCAN, John J., Jr.","BURCHETT, Timothy","BURCHETT, Timothy",200,200,200,200,200,200,200,200,200,200,200,0.604,0.604,0.604,0.604,0.604,0.604,0.604,0.604,0.604,0.671,0.671
"363","TN",8,"TANNER, John S.","TANNER, John S.","TANNER, John S.","TANNER, John S.","TANNER, John S.","FINCHER, Stephen Lee","FINCHER, Stephen Lee","FINCHER, Stephen Lee","KUSTOFF, David","KUSTOFF, David","KUSTOFF, David",100,100,100,100,100,200,200,200,200,200,200,-0.182,-0.182,-0.182,-0.182,-0.182,0.526,0.526,0.526,0.528,0.528,0.528
"364","TN",3,"WAMP, Zachary Paul","WAMP, Zachary Paul","WAMP, Zachary Paul","WAMP, Zachary Paul","WAMP, Zachary Paul","FLEISCHMANN, Chuck","FLEISCHMANN, Chuck","FLEISCHMANN, Chuck","FLEISCHMANN, Chuck","FLEISCHMANN, Chuck","FLEISCHMANN, Chuck",200,200,200,200,200,200,200,200,200,200,200,0.428,0.428,0.428,0.428,0.428,0.457,0.457,0.457,0.457,0.457,0.457
"365","TN",4,"HILLEARY, Van","DAVIS, Lincoln","DAVIS, Lincoln","DAVIS, Lincoln","DAVIS, Lincoln","DESJARLAIS, Scott","DESJARLAIS, Scott","DESJARLAIS, Scott","DESJARLAIS, Scott","DESJARLAIS, Scott","DESJARLAIS, Scott",200,100,100,100,100,200,200,200,200,200,200,0.543,-0.205,-0.205,-0.205,-0.205,0.582,0.582,0.582,0.582,0.582,0.582
"366","TN",7,"BRYANT, Ed","BLACKBURN, Marsha","BLACKBURN, Marsha","BLACKBURN, Marsha","BLACKBURN, Marsha","BLACKBURN, Marsha","BLACKBURN, Marsha","BLACKBURN, Marsha","BLACKBURN, Marsha","GREEN, Mark","GREEN, Mark",200,200,200,200,200,200,200,200,200,200,200,0.442,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.677,0.677
"367","TN",1,"JENKINS, William Lewis","JENKINS, William Lewis","JENKINS, William Lewis","DAVIS, David","ROE, David P. (Phil)","ROE, David P. (Phil)","ROE, David P. (Phil)","ROE, David P. (Phil)","ROE, David P. (Phil)","ROE, David P. (Phil)","HARSHBARGER, Diana",200,200,200,200,200,200,200,200,200,200,200,0.396,0.396,0.396,0.55,0.486,0.486,0.486,0.486,0.486,0.486,0.672
"368","TN",9,"FORD, Harold, Jr.","FORD, Harold, Jr.","FORD, Harold, Jr.","COHEN, Stephen","COHEN, Stephen","COHEN, Stephen","COHEN, Stephen","COHEN, Stephen","COHEN, Stephen","COHEN, Stephen","COHEN, Stephen",100,100,100,100,100,100,100,100,100,100,100,-0.359,-0.359,-0.359,-0.398,-0.398,-0.398,-0.398,-0.398,-0.398,-0.398,-0.398
"369","TX",14,"PAUL, Ronald Ernest","PAUL, Ronald Ernest","PAUL, Ronald Ernest","PAUL, Ronald Ernest","PAUL, Ronald Ernest","PAUL, Ronald Ernest","WEBER, Randy","WEBER, Randy","WEBER, Randy","WEBER, Randy","WEBER, Randy",200,200,200,200,200,200,200,200,200,200,200,0.863,0.863,0.863,0.863,0.863,0.863,0.727,0.727,0.727,0.727,0.727
"370","TX",24,"FROST, Jonas Martin","FROST, Jonas Martin","MARCHANT, Kenny","MARCHANT, Kenny","MARCHANT, Kenny","MARCHANT, Kenny","MARCHANT, Kenny","MARCHANT, Kenny","MARCHANT, Kenny","MARCHANT, Kenny","VAN DUYNE, Beth",100,100,200,200,200,200,200,200,200,200,200,-0.316,-0.316,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.544
"371","TX",17,"STENHOLM, Charles Walter","STENHOLM, Charles Walter","EDWARDS, Thomas Chester (Chet)","EDWARDS, Thomas Chester (Chet)","EDWARDS, Thomas Chester (Chet)","FLORES, Bill","FLORES, Bill","FLORES, Bill","FLORES, Bill","FLORES, Bill","SESSIONS, Pete",100,100,100,100,100,200,200,200,200,200,200,0.019,0.019,-0.226,-0.226,-0.226,0.572,0.572,0.572,0.572,0.572,0.591
"372","TX",4,"HALL, Ralph Moody","HALL, Ralph Moody","HALL, Ralph Moody","HALL, Ralph Moody","HALL, Ralph Moody","HALL, Ralph Moody","HALL, Ralph Moody","RATCLIFFE, John","RATCLIFFE, John","RATCLIFFE, John","FALLON, Pat",100,100,200,200,200,200,200,200,200,200,200,0.096,0.096,0.424,0.424,0.424,0.424,0.424,0.693,0.693,0.693,0.718
"373","TX",27,"ORTIZ, Solomon P.","ORTIZ, Solomon P.","ORTIZ, Solomon P.","ORTIZ, Solomon P.","ORTIZ, Solomon P.","FARENTHOLD, Blake","FARENTHOLD, Blake","FARENTHOLD, Blake","FARENTHOLD, Blake","CLOUD, Michael","CLOUD, Michael",100,100,100,100,100,200,200,200,200,200,200,-0.272,-0.272,-0.272,-0.272,-0.272,0.548,0.548,0.548,0.548,0.67,0.67
"374","TX",6,"BARTON, Joe Linus","BARTON, Joe Linus","BARTON, Joe Linus","BARTON, Joe Linus","BARTON, Joe Linus","BARTON, Joe Linus","BARTON, Joe Linus","BARTON, Joe Linus","BARTON, Joe Linus","WRIGHT, Ron","WRIGHT, Ron",200,200,200,200,200,200,200,200,200,200,200,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.711,0.711
"375","TX",19,"COMBEST, Larry Ed","COMBEST, Larry Ed","NEUGEBAUER, Randy","NEUGEBAUER, Randy","NEUGEBAUER, Randy","NEUGEBAUER, Randy","NEUGEBAUER, Randy","NEUGEBAUER, Randy","ARRINGTON, Jodey Cook","ARRINGTON, Jodey Cook","ARRINGTON, Jodey Cook",200,200,200,200,200,200,200,200,200,200,200,0.458,0.458,0.628,0.628,0.628,0.628,0.628,0.628,0.651,0.651,0.651
"376","TX",22,"DeLAY, Thomas Dale","DeLAY, Thomas Dale","DeLAY, Thomas Dale","LAMPSON, Nicholas V.","OLSON, Pete","OLSON, Pete","OLSON, Pete","OLSON, Pete","OLSON, Pete","OLSON, Pete","NEHLS, Troy E.",200,200,200,100,200,200,200,200,200,200,200,0.593,0.593,0.593,-0.179,0.548,0.548,0.548,0.548,0.548,0.548,0.594
"377","TX",26,"ARMEY, Richard Keith","BURGESS, Michael C.","BURGESS, Michael C.","BURGESS, Michael C.","BURGESS, Michael C.","BURGESS, Michael C.","BURGESS, Michael C.","BURGESS, Michael C.","BURGESS, Michael C.","BURGESS, Michael C.","BURGESS, Michael C.",200,200,200,200,200,200,200,200,200,200,200,0.635,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573
"378","TX",21,"SMITH, Lamar Seeligson","SMITH, Lamar Seeligson","SMITH, Lamar Seeligson","SMITH, Lamar Seeligson","SMITH, Lamar Seeligson","SMITH, Lamar Seeligson","SMITH, Lamar Seeligson","SMITH, Lamar Seeligson","SMITH, Lamar Seeligson","ROY, Charles","ROY, Charles",200,200,200,200,200,200,200,200,200,200,200,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.8,0.8
"379","TX",7,"CULBERSON, John","CULBERSON, John","CULBERSON, John","CULBERSON, John","CULBERSON, John","CULBERSON, John","CULBERSON, John","CULBERSON, John","CULBERSON, John","FLETCHER, Elizabeth","FLETCHER, Elizabeth",200,200,200,200,200,200,200,200,200,100,100,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,-0.386,-0.386
"380","TX",3,"JOHNSON, Sam","JOHNSON, Sam","JOHNSON, Sam","JOHNSON, Sam","JOHNSON, Sam","JOHNSON, Sam","JOHNSON, Sam","JOHNSON, Sam","JOHNSON, Sam","TAYLOR, Nicholas","TAYLOR, Nicholas",200,200,200,200,200,200,200,200,200,200,200,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.569,0.569
"381","TX",11,"EDWARDS, Thomas Chester (Chet)","EDWARDS, Thomas Chester (Chet)","CONAWAY, K. Michael","CONAWAY, K. Michael","CONAWAY, K. Michael","CONAWAY, K. Michael","CONAWAY, K. Michael","CONAWAY, K. Michael","CONAWAY, K. Michael","CONAWAY, K. Michael","PFLUGER, August",100,100,200,200,200,200,200,200,200,200,200,-0.226,-0.226,0.593,0.593,0.593,0.593,0.593,0.593,0.593,0.593,0.669
"382","TX",10,"DOGGETT, Lloyd Alton, II","DOGGETT, Lloyd Alton, II","McCAUL, Michael T.","McCAUL, Michael T.","McCAUL, Michael T.","McCAUL, Michael T.","McCAUL, Michael T.","McCAUL, Michael T.","McCAUL, Michael T.","McCAUL, Michael T.","McCAUL, Michael T.",100,100,200,200,200,200,200,200,200,200,200,-0.402,-0.402,0.428,0.428,0.428,0.428,0.428,0.428,0.428,0.428,0.428
"383","TX",13,"THORNBERRY, William McClellan (Mac)","THORNBERRY, William McClellan (Mac)","THORNBERRY, William McClellan (Mac)","THORNBERRY, William McClellan (Mac)","THORNBERRY, William McClellan (Mac)","THORNBERRY, William McClellan (Mac)","THORNBERRY, William McClellan (Mac)","THORNBERRY, William McClellan (Mac)","THORNBERRY, William McClellan (Mac)","THORNBERRY, William McClellan (Mac)","JACKSON, Ronny",200,200,200,200,200,200,200,200,200,200,200,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.75
